"age_class","code","province","total","male","female"
"55-59","072","Bari delle Puglie",36779,18047,18732
"60-64","072","Bari delle Puglie",32966,16498,16468
"65-69","072","Bari delle Puglie",28286,14108,14178
"70-74","072","Bari delle Puglie",23315,11559,11756
"75-79","072","Bari delle Puglie",13739,6705,7034
"80-84","072","Bari delle Puglie",5832,2691,3141
"85+","072","Bari delle Puglie",2272,1004,1268
"0","073","Ionio",9619,4901,4718
"1-4","073","Ionio",30961,15658,15303
"5-9","073","Ionio",36640,18580,18060
"10-14","073","Ionio",26110,13246,12864
"15-19","073","Ionio",29108,14803,14305
"20-24","073","Ionio",30966,18003,12963
"25-29","073","Ionio",20340,10077,10263
"30-34","073","Ionio",19515,9376,10139
"35-39","073","Ionio",17340,8126,9214
"40-44","073","Ionio",16137,7480,8657
"45-49","073","Ionio",14073,6834,7239
"50-54","073","Ionio",12021,6001,6020
"55-59","073","Ionio",11009,5458,5551
"60-64","073","Ionio",9045,4562,4483
"65-69","073","Ionio",7718,3949,3769
"70-74","073","Ionio",5824,2912,2912
"75-79","073","Ionio",3764,1881,1883
"80-84","073","Ionio",1845,851,994
"85+","073","Ionio",738,324,414
"0","074","Brindisi",7140,3684,3456
"1-4","074","Brindisi",24208,12300,11908
"5-9","074","Brindisi",29484,15027,14457
"10-14","074","Brindisi",21325,10846,10479
"15-19","074","Brindisi",23892,11912,11980
"20-24","074","Brindisi",21884,10888,10996
"25-29","074","Brindisi",15057,7213,7844
"30-34","074","Brindisi",15096,7074,8022
"35-39","074","Brindisi",13851,6358,7493
"40-44","074","Brindisi",13178,6078,7100
"45-49","074","Brindisi",11949,5783,6166
"50-54","074","Brindisi",10717,5322,5395
"55-59","074","Brindisi",9094,4573,4521
"60-64","074","Brindisi",8156,4064,4092
"65-69","074","Brindisi",7055,3565,3490
"70-74","074","Brindisi",4933,2461,2472
"75-79","074","Brindisi",3219,1541,1678
"80-84","074","Brindisi",1398,687,711
"85+","074","Brindisi",478,198,280
"0","075","Lecce",15484,7845,7639
"1-4","075","Lecce",52888,26788,26100
"5-9","075","Lecce",58630,29981,28649
"10-14","075","Lecce",41958,21441,20517
"15-19","075","Lecce",48556,24569,23987
"20-24","075","Lecce",40268,18417,21851
"25-29","075","Lecce",32620,15886,16734
"30-34","075","Lecce",31072,14882,16190
"35-39","075","Lecce",28057,12938,15119
"40-44","075","Lecce",25923,12172,13751
"45-49","075","Lecce",23133,11079,12054
"50-54","075","Lecce",20462,10249,10213
"55-59","075","Lecce",17956,9130,8826
"60-64","075","Lecce",14959,7382,7577
"65-69","075","Lecce",13506,6859,6647
"70-74","075","Lecce",10131,5009,5122
"75-79","075","Lecce",7057,3345,3712
"80-84","075","Lecce",3152,1458,1694
"85+","075","Lecce",1217,501,716
"0","076","Potenza",11847,6068,5779
"1-4","076","Potenza",38612,19612,19000
"5-9","076","Potenza",44513,22727,21786
"10-14","076","Potenza",29064,14830,14234
"15-19","076","Potenza",34923,17627,17296
"20-24","076","Potenza",29650,13556,16094
"25-29","076","Potenza",24517,11798,12719
"30-34","076","Potenza",22542,10272,12270
"35-39","076","Potenza",18075,7636,10439
"40-44","076","Potenza",15557,6685,8872
"45-49","076","Potenza",15052,6647,8405
"50-54","076","Potenza",14292,6595,7697
"55-59","076","Potenza",12802,6112,6690
"60-64","076","Potenza",11765,5613,6152
"65-69","076","Potenza",9984,4609,5375
"70-74","076","Potenza",8570,3883,4687
"75-79","076","Potenza",5446,2529,2917
"80-84","076","Potenza",2586,1217,1369
"85+","076","Potenza",821,376,445
"0","077","Matera",5498,2806,2692
"1-4","077","Matera",17002,8609,8393
"5-9","077","Matera",18784,9737,9047
"10-14","077","Matera",12648,6435,6213
"15-19","077","Matera",15436,7942,7494
"20-24","077","Matera",13997,6542,7455
"25-29","077","Matera",11253,5721,5532
"30-34","077","Matera",10181,4902,5279
"35-39","077","Matera",5162,3732,1430
"40-44","077","Matera",7032,3130,3902
"45-49","077","Matera",7416,3415,4001
"50-54","077","Matera",7047,3326,3721
"55-59","077","Matera",6588,3201,3387
"60-64","077","Matera",5277,2494,2783
"65-69","077","Matera",4297,1954,2343
"70-74","077","Matera",3233,1488,1745
"75-79","077","Matera",2035,953,1082
"80-84","077","Matera",858,382,476
"85+","077","Matera",240,108,132
"0","078","Cosenza",17644,9130,8514
"1-4","078","Cosenza",60419,31052,29367
"5-9","078","Cosenza",71846,36711,35135
"10-14","078","Cosenza",49521,25430,24091
"15-19","078","Cosenza",55406,27861,27545
"20-24","078","Cosenza",46467,20870,25597
"25-29","078","Cosenza",38775,17430,21345
"30-34","078","Cosenza",33394,13881,19513
"35-39","078","Cosenza",27940,10547,17393
"40-44","078","Cosenza",24170,9214,14956
"45-49","078","Cosenza",21245,8707,12538
"50-54","078","Cosenza",20582,9004,11578
"55-59","078","Cosenza",19041,8568,10473
"60-64","078","Cosenza",17494,7794,9700
"65-69","078","Cosenza",15057,6826,8231
"70-74","078","Cosenza",12888,5796,7092
"75-79","078","Cosenza",8234,3750,4484
"80-84","078","Cosenza",4007,1899,2108
"85+","078","Cosenza",1390,638,752
"0","079","Catanzaro",18570,9514,9056
"1-4","079","Catanzaro",60933,31143,29790
"5-9","079","Catanzaro",71798,36716,35082
"10-14","079","Catanzaro",51563,26541,25022
"15-19","079","Catanzaro",57037,28765,28272
"20-24","079","Catanzaro",49511,23448,26063
"25-29","079","Catanzaro",40751,18900,21851
"30-34","079","Catanzaro",36948,16026,20922
"35-39","079","Catanzaro",30431,11767,18664
"40-44","079","Catanzaro",25514,9828,15686
"45-49","079","Catanzaro",23402,9578,13824
"50-54","079","Catanzaro",23031,9991,13040
"55-59","079","Catanzaro",21152,9422,11730
"60-64","079","Catanzaro",19134,8876,10258
"65-69","079","Catanzaro",16439,7738,8701
"70-74","079","Catanzaro",13291,6214,7077
"75-79","079","Catanzaro",8084,3950,4134
"80-84","079","Catanzaro",3584,1688,1896
"85+","079","Catanzaro",1182,577,605
"0","080","Reggio di Calabria",16489,8532,7957
"1-4","080","Reggio di Calabria",57002,29499,27503
"5-9","080","Reggio di Calabria",69579,35737,33842
"10-14","080","Reggio di Calabria",50999,26051,24948
"15-19","080","Reggio di Calabria",58631,29319,29312
"20-24","080","Reggio di Calabria",47743,22213,25530
"25-29","080","Reggio di Calabria",36608,16690,19918
"30-34","080","Reggio di Calabria",32151,13803,18348
"35-39","080","Reggio di Calabria",28045,10866,17179
"40-44","080","Reggio di Calabria",25213,9907,15306
"45-49","080","Reggio di Calabria",22639,9428,13211
"50-54","080","Reggio di Calabria",21410,9561,11849
"55-59","080","Reggio di Calabria",20537,9145,11392
"60-64","080","Reggio di Calabria",18024,8532,9492
"65-69","080","Reggio di Calabria",16275,7813,8462
"70-74","080","Reggio di Calabria",13294,6522,6772
"75-79","080","Reggio di Calabria",8743,4491,4252
"80-84","080","Reggio di Calabria",4379,2282,2097
"85+","080","Reggio di Calabria",1704,833,871
"0","081","Trapani",9402,4759,4643
"1-4","081","Trapani",32630,16550,16080
"5-9","081","Trapani",39358,20189,19169
"10-14","081","Trapani",30487,15524,14963
"15-19","081","Trapani",37207,18762,18445
"20-24","081","Trapani",30860,14634,16226
"25-29","081","Trapani",27877,13430,14447
"30-34","081","Trapani",25380,11702,13678
"35-39","081","Trapani",21907,9639,12268
"40-44","081","Trapani",20668,9171,11497
"45-49","081","Trapani",19763,9146,10617
"50-54","081","Trapani",18272,8628,9644
"55-59","081","Trapani",16406,8234,8172
"60-64","081","Trapani",12872,6290,6582
"65-69","081","Trapani",12112,5869,6243
"70-74","081","Trapani",9479,4537,4942
"75-79","081","Trapani",6064,2944,3120
"80-84","081","Trapani",2701,1224,1477
"85+","081","Trapani",957,386,571
"0","082","Palermo",23122,11917,11205
"1-4","082","Palermo",76532,39030,37502
"5-9","082","Palermo",92737,47844,44893
"10-14","082","Palermo",67850,34649,33201
"15-19","082","Palermo",84950,43394,41556
"20-24","082","Palermo",75051,39343,35708
"25-29","082","Palermo",64123,31744,32379
"30-34","082","Palermo",55514,26391,29123
"35-39","082","Palermo",47561,21469,26092
"40-44","082","Palermo",44606,19877,24729
"45-49","082","Palermo",41963,19044,22919
"50-54","082","Palermo",38016,17804,20212
"55-59","082","Palermo",33827,16358,17469
"60-64","082","Palermo",28924,13953,14971
"65-69","082","Palermo",25748,12720,13028
"70-74","082","Palermo",19621,9585,10036
"75-79","082","Palermo",12826,6325,6501
"80-84","082","Palermo",6428,3015,3413
"85+","082","Palermo",2303,1011,1292
"0","083","Messina",16232,8354,7878
"1-4","083","Messina",55182,28129,27053
"5-9","083","Messina",69701,35389,34312
"10-14","083","Messina",51375,26067,25308
"15-19","083","Messina",60276,29826,30450
"20-24","083","Messina",51447,24642,26805
"25-29","083","Messina",40867,19167,21700
"30-34","083","Messina",38278,17180,21098
"35-39","083","Messina",33913,14620,19293
"40-44","083","Messina",31335,13519,17816
"45-49","083","Messina",27518,12205,15313
"50-54","083","Messina",26308,11504,14804
"55-59","083","Messina",24803,12378,12425
"60-64","083","Messina",21232,10394,10838
"65-69","083","Messina",20173,9984,10189
"70-74","083","Messina",15204,7497,7707
"75-79","083","Messina",9810,4905,4905
"80-84","083","Messina",5116,2525,2591
"85+","083","Messina",2010,958,1052
"0","084","Agrigento",12328,6326,6002
"1-4","084","Agrigento",40020,20415,19605
"5-9","084","Agrigento",46188,23991,22197
"10-14","084","Agrigento",32377,16862,15515
"15-19","084","Agrigento",39959,20498,19461
"20-24","084","Agrigento",34363,16749,17614
"25-29","084","Agrigento",30906,15531,15375
"30-34","084","Agrigento",25160,12402,12758
"35-39","084","Agrigento",21338,9657,11681
"40-44","084","Agrigento",19495,8877,10618
"45-49","084","Agrigento",19415,9047,10368
"50-54","084","Agrigento",17631,8577,9054
"55-59","084","Agrigento",16414,8198,8216
"60-64","084","Agrigento",13221,6557,6664
"65-69","084","Agrigento",11937,5961,5976
"70-74","084","Agrigento",9034,4535,4499
"75-79","084","Agrigento",5779,2976,2803
"80-84","084","Agrigento",2459,1213,1246
"85+","084","Agrigento",777,390,387
"0","085","Caltanissetta",8361,4306,4055
"1-4","085","Caltanissetta",25611,13207,12404
"5-9","085","Caltanissetta",28848,14893,13955
"10-14","085","Caltanissetta",21693,11254,10439
"15-19","085","Caltanissetta",24588,12538,12050
"20-24","085","Caltanissetta",20701,9978,10723
"25-29","085","Caltanissetta",18496,9456,9040
"30-34","085","Caltanissetta",15503,7599,7904
"35-39","085","Caltanissetta",12581,5932,6649
"40-44","085","Caltanissetta",11870,5538,6332
"45-49","085","Caltanissetta",11856,5681,6175
"50-54","085","Caltanissetta",11085,5564,5521
"55-59","085","Caltanissetta",9906,5082,4824
"60-64","085","Caltanissetta",7596,3812,3784
"65-69","085","Caltanissetta",6833,3494,3339
"70-74","085","Caltanissetta",5374,2719,2655
"75-79","085","Caltanissetta",2876,1517,1359
"80-84","085","Caltanissetta",1334,677,657
"85+","085","Caltanissetta",364,176,188
"0","086","Enna",6938,3576,3362
"1-4","086","Enna",21776,11319,10457
"5-9","086","Enna",25683,13266,12417
"10-14","086","Enna",19382,9970,9412
"15-19","086","Enna",22482,11580,10902
"20-24","086","Enna",18709,9029,9680
"25-29","086","Enna",16776,8511,8265
"30-34","086","Enna",14630,7122,7508
"35-39","086","Enna",12036,5677,6359
"40-44","086","Enna",11274,5180,6094
"45-49","086","Enna",11261,5300,5961
"50-54","086","Enna",10742,5409,5333
"55-59","086","Enna",9915,5111,4804
"60-64","086","Enna",7348,3716,3632
"65-69","086","Enna",7013,3789,3224
"70-74","086","Enna",5232,2817,2415
"75-79","086","Enna",3068,1743,1325
"80-84","086","Enna",1284,714,570
"85+","086","Enna",322,166,156
"0","087","Catania",19001,9682,9319
"1-4","087","Catania",63582,32552,31030
"5-9","087","Catania",78091,39916,38175
"10-14","087","Catania",58267,30329,27938
"15-19","087","Catania",68142,35011,33131
"20-24","087","Catania",56446,26149,30297
"25-29","087","Catania",50007,24442,25565
"30-34","087","Catania",44820,21177,23643
"35-39","087","Catania",40509,19478,21031
"40-44","087","Catania",37875,17155,20720
"45-49","087","Catania",35150,16350,18800
"50-54","087","Catania",31377,15264,16113
"55-59","087","Catania",28430,14094,14336
"60-64","087","Catania",22075,10647,11428
"65-69","087","Catania",20433,10084,10349
"70-74","087","Catania",15739,7731,8008
"75-79","087","Catania",9485,4553,4932
"80-84","087","Catania",4461,2033,2428
"85+","087","Catania",1479,592,887
"0","088","Ragusa",6721,3375,3346
"1-4","088","Ragusa",21499,11274,10225
"5-9","088","Ragusa",27126,14069,13057
"10-14","088","Ragusa",20742,10907,9835
"15-19","088","Ragusa",23935,12099,11836
"20-24","088","Ragusa",19299,9035,10264
"25-29","088","Ragusa",16225,8024,8201
"30-34","088","Ragusa",14375,6765,7610
"35-39","088","Ragusa",13449,6029,7420
"40-44","088","Ragusa",13943,6012,7931
"45-49","088","Ragusa",12810,5849,6961
"50-54","088","Ragusa",11723,5576,6147
"55-59","088","Ragusa",9941,4948,4993
"60-64","088","Ragusa",7914,3906,4008
"65-69","088","Ragusa",7316,3657,3659
"70-74","088","Ragusa",5504,2753,2751
"75-79","088","Ragusa",3323,1674,1649
"80-84","088","Ragusa",1516,744,772
"85+","088","Ragusa",464,226,238
"0","089","Siracusa",7832,4007,3825
"1-4","089","Siracusa",25806,13439,12367
"5-9","089","Siracusa",33282,17249,16033
"10-14","089","Siracusa",25817,13400,12417
"15-19","089","Siracusa",28775,14824,13951
"20-24","089","Siracusa",24534,12448,12086
"25-29","089","Siracusa",20665,10623,10042
"30-34","089","Siracusa",17885,8959,8926
"35-39","089","Siracusa",16409,7962,8447
"40-44","089","Siracusa",16336,7693,8643
"45-49","089","Siracusa",14610,7051,7559
"50-54","089","Siracusa",12793,6390,6403
"55-59","089","Siracusa",11073,5707,5366
"60-64","089","Siracusa",9014,4515,4499
"65-69","089","Siracusa",8142,4229,3913
"70-74","089","Siracusa",5909,2889,3020
"75-79","089","Siracusa",3368,1683,1685
"80-84","089","Siracusa",1514,705,809
"85+","089","Siracusa",429,186,243
"0","090","Sassari",8054,4288,3766
"1-4","090","Sassari",27012,13914,13098
"5-9","090","Sassari",32805,16601,16204
"10-14","090","Sassari",24493,12666,11827
"15-19","090","Sassari",27320,13848,13472
"20-24","090","Sassari",28961,16004,12957
"25-29","090","Sassari",21171,10450,10721
"30-34","090","Sassari",18069,8661,9408
"35-39","090","Sassari",16161,7358,8803
"40-44","090","Sassari",15422,7163,8259
"45-49","090","Sassari",14834,7384,7450
"50-54","090","Sassari",12971,6600,6371
"55-59","090","Sassari",11612,5979,5633
"60-64","090","Sassari",9923,5044,4879
"65-69","090","Sassari",8661,4377,4284
"70-74","090","Sassari",6136,3181,2955
"75-79","090","Sassari",3656,1832,1824
"80-84","090","Sassari",1564,774,790
"85+","090","Sassari",715,365,350
"0","091","Nuoro",6216,3199,3017
"1-4","091","Nuoro",21220,10937,10283
"5-9","091","Nuoro",24410,12670,11740
"10-14","091","Nuoro",17618,9019,8599
"15-19","091","Nuoro",18119,8995,9124
"20-24","091","Nuoro",15909,6920,8989
"25-29","091","Nuoro",15006,6822,8184
"30-34","091","Nuoro",13148,6078,7070
"35-39","091","Nuoro",11890,5322,6568
"40-44","091","Nuoro",11635,5409,6226
"45-49","091","Nuoro",10462,5033,5429
"50-54","091","Nuoro",9772,4982,4790
"55-59","091","Nuoro",8566,4323,4243
"60-64","091","Nuoro",7862,3948,3914
"65-69","091","Nuoro",6453,3293,3160
"70-74","091","Nuoro",4613,2449,2164
"75-79","091","Nuoro",2682,1483,1199
"80-84","091","Nuoro",1193,615,578
"85+","091","Nuoro",475,230,245
"0","092","Cagliari",14192,7238,6954
"1-4","092","Cagliari",47493,24419,23074
"5-9","092","Cagliari",53140,27119,26021
"10-14","092","Cagliari",40525,20762,19763
"15-19","092","Cagliari",44624,22909,21715
"20-24","092","Cagliari",43786,22518,21268
"25-29","092","Cagliari",35607,17907,17700
"30-34","092","Cagliari",29916,14488,15428
"35-39","092","Cagliari",27357,12797,14560
"40-44","092","Cagliari",25188,12079,13109
"45-49","092","Cagliari",24411,12222,12189
"50-54","092","Cagliari",22959,11601,11358
"55-59","092","Cagliari",19662,9821,9841
"60-64","092","Cagliari",15701,7715,7986
"65-69","092","Cagliari",13117,6234,6883
"70-74","092","Cagliari",9351,4461,4890
"75-79","092","Cagliari",5564,2659,2905
"80-84","092","Cagliari",2493,1126,1367
"85+","092","Cagliari",904,388,516
